check receptionist just,2
left bags reception,2
room cleaned pm,2
smell cigarette smoke,2
goes long way,2
cigarette smell room,2
low level cleanliness,2
night night stay,2
no wi fi,2
room no balcony,2
long day driving,2
service very poor,2
early hours morning,2
only thing good,2
thing good hotel,2
good hotel location,2
hotel location walls,2
location walls paper,2
paper hear guests,2
hear guests watching,2
guests watching tv,2
watching tv taking,2
tv taking bath,2
taking bath peeing,2
bath peeing saw,2
peeing saw crickets,2
saw crickets rooms,2
crickets rooms huge,2
rooms huge coackroaches,2
huge coackroaches charging,2
coackroaches charging like,2
charging like star,2
star hotel worst,2
hotel worst hostel,2
worst hostel room,2
hostel room smelled,2
smelled like mound,2
like mound toilet,2
mound toilet old,2
toilet old falling,2
old falling apart,2
falling apart super,2
apart super noisy,2
super noisy nightclub,2
noisy nightclub downstairs,2
nightclub downstairs sleep,2
downstairs sleep office,2
sleep office staff,2
office staff cold,2
staff cold tho,2
cold tho polite,2
tho polite pass,2
polite pass hostel,2
pass hostel definitely,2
hostel definitely not,2
looking place stay,2
budget quality accommodation,2
room falsely advertised,2
very clean mould,2
only book room,2
waited few days,2
harbour view suite,2
suite not ready,2
hang towels bathroom,2
à la carte,2
stairs no elevator,2
room night room,2
air conditioning so,2
pay bit more,2
no lift no,2
just make sure,2
hotel location good,2
worst value money,2
asked room shown,2
room shown room,2
hotel ruined trip,2
ruined trip room,2
coffee shop area,2
dirty run not,2
not sure true,2
hotel noise unbearable,2
breakfast room service,2
aircon turned so,2
asked hotel manager,2
pubic hair bed,2
place stayed hotel,2
not cleaned properly,2
room not look,2
room very dirty,2
value money arrived,2
stayed hotels over,2
stains pillow cases,2
harbor bridge view,2
view harbor bridge,2
conditioning not work,2
few hours later,2
just wanted leave,2
bar fridge joke,2
checked room no,2
let just say,2
hotel nights stay,2
time only good,2
awake most night,2
stay reception staff,2
not stay booking,2
booking hotel seeing,2
hotel seeing online,2
seeing online reviews,2
online reviews boyfriend,2
reviews boyfriend very,2
boyfriend very excited,2
very excited researching,2
excited researching hotel,2
researching hotel location,2
hotel location started,2
location started doubts,2
started doubts kept,2
doubts kept reservation,2
kept reservation thought,2
reservation thought positive,2
thought positive took,2
positive took taxi,2
took taxi airport,2
taxi airport hotel,2
airport hotel arriving,2
hotel arriving dissatisfied,2
arriving dissatisfied location,2
dissatisfied location notice,2
location notice very,2
notice very central,2
very central tourists,2
central tourists only,2
tourists only minutes,2
only minutes walking,2
minutes walking darling,2
walking darling harbour,2
darling harbour nice,2
harbour nice checking,2
nice checking lobby,2
checking lobby very,2
lobby very modern,2
very modern staff,2
modern staff very,2
very nice received,2
nice received room,2
received room key,2
room key no,2
key no breakdown,2
no breakdown amenities,2
breakdown amenities hotel,2
amenities hotel no,2
hotel no told,2
no told gym,2
told gym located,2
gym located way,2
located way elevator,2
way elevator got,2
elevator got floor,2
got floor noticed,2
floor noticed very,2
noticed very weird,2
very weird smell,2
weird smell hallway,2
smell hallway brushed,2
hallway brushed told,2
brushed told just,2
told just renovated,2
just renovated paid,2
renovated paid no,2
paid no attention,2
no attention impressions,2
attention impressions standard,2
impressions standard room,2
standard room good,2
room good investigating,2
good investigating very,2
investigating very dirty,2
very dirty dust,2
dust room looked,2
looked like not,2
like not vacuumed,2
not vacuumed prior,2
vacuumed prior arrival,2
prior arrival checked,2
arrival checked bathrooms,2
checked bathrooms shocked,2
bathrooms shocked toilet,2
shocked toilet not,2
toilet not clean,2
not clean boyfriend,2
clean boyfriend clean,2
boyfriend clean use,2
clean use only,2
use only staying,2
only staying days,2
staying days so,2
days so decided,2
so decided stay,2
decided stay room,2
stay room pre,2
room pre paid,2
pre paid stay,2
paid stay times,2
stay times housekeeping,2
times housekeeping not,2
housekeeping not felt,2
not felt few,2
felt few days,2
few days came,2
days came sightseeing,2
came sightseeing little,2
sightseeing little late,2
little late not,2
late not safe,2
not safe neighborhood,2
safe neighborhood felt,2
neighborhood felt harassed,2
felt harassed night,2
harassed night group,2
night group guys,2
group guys way,2
guys way party,2
way party kings,2
party kings cross,2
kings cross say,2
cross say very,2
say very easy,2
very easy location,2
easy location time,2
location time stay,2
time stay near,2
stay near opera,2
near opera house,2
opera house nicer,2
house nicer area,2
nicer area checked,2
area checked prepared,2
checked prepared tell,2
prepared tell management,2
tell management terrible,2
management terrible stay,2
terrible stay no,2
stay no asked,2
no asked enjoyed,2
asked enjoyed stayed,2
enjoyed stayed hotels,2
stayed hotels world,2
hotels world thought,2
world thought very,2
thought very standard,2
very standard ask,2
standard ask checking,2
ask checking hotel,2
checking hotel says,2
hotel says star,2
says star hotel,2
star hotel assure,2
hotel assure not,2
